label,name,category,subcategory,organization,description,website,address,address_uf,address_uf_nb,source,comment,tags,submittedBy,submissionTimestamp,github_hash
bitget,Bitget,CEX,,bitget,,https://bitget.com,0:E2D1DF206B372DB1F3B890E60D185B67AA0C9F1B6B6FF60A05091C8C01B40AC4,EQDi0d8gazctsfO4kOYNGFtnqgyfG2tv9goFCRyMAbQKxMA3,UQDi0d8gazctsfO4kOYNGFtnqgyfG2tv9goFCRyMAbQKxJ3y,datalake-test.cex_labels_20241116,withdraws,[],ziga,2024-12-12T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bitget,Bitget,CEX,,bitget,,https://bitget.com,0:B308C7F9B4F596F6250175885972549871B05C70ED3619FD5A939401EEA972E4,EQCzCMf5tPWW9iUBdYhZclSYcbBccO02Gf1ak5QB7qly5Gsl,UQCzCMf5tPWW9iUBdYhZclSYcbBccO02Gf1ak5QB7qly5Dbg,datalake-test.cex_labels_20241116,withdraws,[],ziga,2024-12-12T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bitget,Bitget,CEX,,bitget,,https://bitget.com,0:E9C0A24FFAA6AA4F228890E71AE9550BFC53A6C57E643BC31C240E18727AC1CE,EQDpwKJP-qaqTyKIkOca6VUL_FOmxX5kO8McJA4YcnrBzlwi,UQDpwKJP-qaqTyKIkOca6VUL_FOmxX5kO8McJA4YcnrBzgHn,datalake-test.cex_labels_20241116,withdraws,[],ziga,2024-12-12T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bitget,Bitget,CEX,,bitget,,https://bitget.com,0:573DFE99490A041703E977E4724135C5B8BEA0BEA67839612247451CA9D5C4CB,EQBXPf6ZSQoEFwPpd-RyQTXFuL6gvqZ4OWEiR0UcqdXEywxy,UQBXPf6ZSQoEFwPpd-RyQTXFuL6gvqZ4OWEiR0UcqdXEy1G3,datalake-test.cex_labels_20241116,withdraws,[],ziga,2024-12-12T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bitget,Bitget,CEX,,bitget,,https://bitget.com,0:7A0DC94DA9F48B968DFB87BE38D4FAB7286288DB7A04D3081FEEE177376D9089,EQB6DclNqfSLlo37h7441Pq3KGKI23oE0wgf7uF3N22QicZ7,UQB6DclNqfSLlo37h7441Pq3KGKI23oE0wgf7uF3N22QiZu-,datalake-test.cex_labels_20241116,withdraws,[],ziga,2024-12-12T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bitget,Bitget,CEX,,bitget,,https://bitget.com,0:C07E51E5B694937758F45F4003071C84F4C4A68BDB168A22C3D6C8B89CD6186F,EQDAflHltpSTd1j0X0ADBxyE9MSmi9sWiiLD1si4nNYYb7Kq,UQDAflHltpSTd1j0X0ADBxyE9MSmi9sWiiLD1si4nNYYb-9v,datalake-test.cex_labels_20241116,fees to custodial wallets,[],ziga,2024-12-12T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bitget,Bitget,CEX,,bitget,,https://bitget.com,0:8785EF5EBB0FD24C6911D10F43C00961E9748FA54297A1AC517E3C5FE76BB0BE,EQCHhe9euw_STGkR0Q9DwAlh6XSPpUKXoaxRfjxf52uwvmGB,UQCHhe9euw_STGkR0Q9DwAlh6XSPpUKXoaxRfjxf52uwvjxE,datalake-test.cex_labels_20241116,withdraws,[],ziga,2024-12-12T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bitget,Bitget,CEX,,bitget,,https://bitget.com,0:DE2519A527DE7E1D4C1028BDB74E022B28A6E370E4FEC3FC27D8D971308F99BB,EQDeJRmlJ95-HUwQKL23TgIrKKbjcOT-w_wn2NlxMI-Zu6i2,UQDeJRmlJ95-HUwQKL23TgIrKKbjcOT-w_wn2NlxMI-Zu_Vz,datalake-test.cex_labels_20241116,withdraws,[],ziga,2024-12-12T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bitget,Bitget,CEX,,bitget,,https://bitget.com,0:06476E580E250D0ABEC5C365A711833483C581D57B908BE37D56BDB0E338C312,EQAGR25YDiUNCr7Fw2WnEYM0g8WB1XuQi-N9Vr2w4zjDEhg5,UQAGR25YDiUNCr7Fw2WnEYM0g8WB1XuQi-N9Vr2w4zjDEkX8,datalake-test.cex_labels_20241116,withdraws,[],ziga,2024-12-12T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bitget,Bitget,CEX,,bitget,,https://bitget.com,0:213B6804C2082135A4A803DA8E3B30CFED51AEE9AF2AD2100334B7F4711D3BCC,EQAhO2gEwgghNaSoA9qOOzDP7VGu6a8q0hADNLf0cR07zMQr,UQAhO2gEwgghNaSoA9qOOzDP7VGu6a8q0hADNLf0cR07zJnu,datalake-test.cex_labels_20241116,withdraws,[],ziga,2024-12-12T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
ramzinex,Ramzinex,CEX,,ramzinex,,https://ramzinex.com,0:827F3F12F8E721493B03D7CF6805F2B7358FE048E5DBB3AB2AC806085F849E0E,EQCCfz8S-OchSTsD189oBfK3NY_gSOXbs6sqyAYIX4SeDmwG,UQCCfz8S-OchSTsD189oBfK3NY_gSOXbs6sqyAYIX4SeDjHD,,withdrawal address,[],Lucky0041,2025-05-24T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
ramzinex,Ramzinex,CEX,,ramzinex,,https://ramzinex.com,0:0B360FEB146B8D6516EB0E93F665DA8006280412BDD5B23D1EEFD1A18499E679,EQALNg_rFGuNZRbrDpP2ZdqABigEEr3Vsj0e79GhhJnmef7i,UQALNg_rFGuNZRbrDpP2ZdqABigEEr3Vsj0e79GhhJnmeaMn,,deposit address,[],shuva10v,2025-05-24T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bitunix,Bitunix,CEX,,bitunix,,https://www.bitunix.com,0:D0EB0B97A4C314CB87FE90D9030F25B4E55E44C71EDDE3439AA2955DD75BB390,EQDQ6wuXpMMUy4f-kNkDDyW05V5Exx7d40OaopVd11uzkJmo,UQDQ6wuXpMMUy4f-kNkDDyW05V5Exx7d40OaopVd11uzkMRt,,,['has-custodial-wallets'],Lucky0041,2026-01-16T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
superex,Superex,CEX,,superex,,https://www.superex.com,0:4EBE3F29D2AD4A022BE2E7C4D6BD6A96BB802DC0CBFE22699D5A6C20A39DCB62,EQBOvj8p0q1KAivi58TWvWqWu4AtwMv-ImmdWmwgo53LYjAo,UQBOvj8p0q1KAivi58TWvWqWu4AtwMv-ImmdWmwgo53LYm3t,,,[],Lucky0041,2025-11-28T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
bit2me,Bit2me,CEX,,bit2me,,https://bit2me.com,0:8D42F5D8F0462D1541A98AE8DF0E15EB944B6FC75DFAA9638E41E6C270AF754C,EQCNQvXY8EYtFUGpiujfDhXrlEtvx136qWOOQebCcK91TCkH,UQCNQvXY8EYtFUGpiujfDhXrlEtvx136qWOOQebCcK91THTC,,Deposit Address,[],ohld,2025-01-20T07:07:33Z,1200941b128914d843fc08fee5a832a5176dda9f
bit2me,Bit2me,CEX,,bit2me,,https://bit2me.com,0:582D97A232FEA7238EA644C9037B667BD20D6D30F1A45C4C2454DC32B0B56B2A,EQBYLZeiMv6nI46mRMkDe2Z70g1tMPGkXEwkVNwysLVrKk5r,UQBYLZeiMv6nI46mRMkDe2Z70g1tMPGkXEwkVNwysLVrKhOu,,Withdraw Address,[],ohld,2025-01-20T07:07:33Z,1200941b128914d843fc08fee5a832a5176dda9f
dex_trade,Dex trade,CEX,,dex_trade,,https://dex-trade.com,0:A83766C7B1329C8FD3B9ABBB6ADC47C37348BEFF4246915067CA8382C05BD74C,EQCoN2bHsTKcj9O5q7tq3EfDc0i-_0JGkVBnyoOCwFvXTOpF,UQCoN2bHsTKcj9O5q7tq3EfDc0i-_0JGkVBnyoOCwFvXTLeA,,,[],Lucky0041,2025-11-28T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
dex_trade,Dex trade,CEX,,dex_trade,,https://dex-trade.com,0:626D11BD1557D47A74E2A535332EBED3D297B87128CF2E9789102ED6C6E46D4F,EQBibRG9FVfUenTipTUzLr7T0pe4cSjPLpeJEC7WxuRtT8BR,UQBibRG9FVfUenTipTUzLr7T0pe4cSjPLpeJEC7WxuRtT52U,,,[],Lucky0041,2025-11-28T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
latoken,Latoken,CEX,,latoken,,https://latoken.com,0:C0210DF11433F07A1BA0796FD8A3460FAD3365F5C25D71C3D26DCEF1E6C0B6D3,EQDAIQ3xFDPwehugeW_Yo0YPrTNl9cJdccPSbc7x5sC207kE,UQDAIQ3xFDPwehugeW_Yo0YPrTNl9cJdccPSbc7x5sC20-TB,,,['has-custodial-wallets'],Lucky0041,2026-01-16T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
coinspot,Coinspot,CEX,,coinspot,,https://coinspot.com.au,0:6C53CD87CC0D33486DB42C1C7FC03DFAEB2F7B815AFC368AB1AEE567EDDA3F72,EQBsU82HzA0zSG20LBx_wD366y97gVr8NoqxruVn7do_cnrP,UQBsU82HzA0zSG20LBx_wD366y97gVr8NoqxruVn7do_cicK,datalake-test.cex_labels_20241116,,[],ziga,2024-12-12T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
redotpay,Redotpay,CEX,,redotpay,,https://www.redotpay.com,0:8690E93E130B7A1EF9155EDA17B9F06CE930250677154E3986C54E6D83EB63BD,EQCGkOk-Ewt6HvkVXtoXufBs6TAlBncVTjmGxU5tg-tjvTFi,UQCGkOk-Ewt6HvkVXtoXufBs6TAlBncVTjmGxU5tg-tjvWyn,,hot wallet,['has-custodial-wallets'],shuva10v,2025-04-19T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
redotpay,Redotpay,CEX,,redotpay,,https://www.redotpay.com,0:D004908EEC584AC7CDD3A9AB053B54C8CBC261C8E010072F0641BFEA011A61BC,EQDQBJCO7FhKx83TqasFO1TIy8JhyOAQBy8GQb_qARphvONd,UQDQBJCO7FhKx83TqasFO1TIy8JhyOAQBy8GQb_qARphvL6Y,,used to top up custodial user wallets with TON for transfers,[],shuva10v,2025-04-19T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
redotpay,Redotpay,CEX,,redotpay,,https://www.redotpay.com,0:ACAAD96CABAE144196FE193487BEF621847DF90E94C9A9F640647F764D8AA098,EQCsqtlsq64UQZb-GTSHvvYhhH35DpTJqfZAZH92TYqgmE3D,UQCsqtlsq64UQZb-GTSHvvYhhH35DpTJqfZAZH92TYqgmBAG,,,[],Lucky0041,2026-02-03T10:09:26Z,1200941b128914d843fc08fee5a832a5176dda9f
mercuryo,Mercuryo,CEX,,mercuryo,fiat_onramp,https://mercuryo.io,0:BB30F018B3D576E1DE465FDD367EF68266C49E13CE28CF83C48AB482F23006EC,EQC7MPAYs9V24d5GX902fvaCZsSeE84oz4PEirSC8jAG7FIh,UQC7MPAYs9V24d5GX902fvaCZsSeE84oz4PEirSC8jAG7A_k,,,[],JackeyMonuy,2025-06-25T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
mercuryo,Mercuryo,CEX,,mercuryo,fiat_onramp,https://mercuryo.io,0:60E1C2C853DD7D0681E974CBA13ABBF05041AA5A2D1504ED26F130405CAC9A5D,EQBg4cLIU919BoHpdMuhOrvwUEGqWi0VBO0m8TBAXKyaXfP3,UQBg4cLIU919BoHpdMuhOrvwUEGqWi0VBO0m8TBAXKyaXa4y,,,[],Lucky0041,2025-08-01T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
mercuryo,Mercuryo,CEX,,mercuryo,fiat_onramp,https://mercuryo.io,0:0B3A06D91925137DABEBBF2201031CE4DA9C7B8FAAFEC8F8392A41D9F30B5670,EQALOgbZGSUTfavrvyIBAxzk2px7j6r-yPg5KkHZ8wtWcJb2,UQALOgbZGSUTfavrvyIBAxzk2px7j6r-yPg5KkHZ8wtWcMsz,,,['has-custodial-wallets'],Lucky0041,2026-02-13T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
mercuryo,Mercuryo,CEX,,mercuryo,fiat_onramp,https://mercuryo.io,0:4CC353FBBFB91E4D61E2DDE35C747BFF12A8254D2E77F88B23745078A5A5B7E1,EQBMw1P7v7keTWHi3eNcdHv_EqglTS53-IsjdFB4paW34fpN,UQBMw1P7v7keTWHi3eNcdHv_EqglTS53-IsjdFB4paW34aeI,,,['has-custodial-wallets'],Lucky0041,2026-02-13T00:00:01Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:FB78933F4F3882857AF65D71465C417286C005FE83A73B92F25A34B631337B1E,EQD7eJM_TziChXr2XXFGXEFyhsAF_oOnO5LyWjS2MTN7HpaU,UQD7eJM_TziChXr2XXFGXEFyhsAF_oOnO5LyWjS2MTN7HstR,https://tonalytica.redoubt.online/queries/776/source,,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:6418094CA805537B68BD251E035B4065236E5AEA186EE7182685375B75459543,EQBkGAlMqAVTe2i9JR4DW0BlI25a6hhu5xgmhTdbdUWVQ7Vd,UQBkGAlMqAVTe2i9JR4DW0BlI25a6hhu5xgmhTdbdUWVQ-iY,https://tonalytica.redoubt.online/queries/776/source,withdraws,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:9331398DD91D8585B97D02DF81F53D0CE6C803D0D05B44CB03E8B839F76697C7,EQCTMTmN2R2Fhbl9At-B9T0M5sgD0NBbRMsD6Lg592aXx7cC,UQCTMTmN2R2Fhbl9At-B9T0M5sgD0NBbRMsD6Lg592aXx-rH,https://tonalytica.redoubt.online/queries/776/source,$NOT operations,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:8C923D652731CE04626608DA3B69047EA44DEA29D7740D6A1CAF45F30DDFC212,EQCMkj1lJzHOBGJmCNo7aQR-pE3qKdd0DWocr0XzDd_CErNz,UQCMkj1lJzHOBGJmCNo7aQR-pE3qKdd0DWocr0XzDd_CEu62,https://tonalytica.redoubt.online/queries/776/source,$DOGS operations,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:99FBB6A40B0FDDBE5FD0E71CAB896A825DD5AE6C83DBB8DEDA0D09735F8E696B,EQCZ-7akCw_dvl_Q5xyriWqCXdWubIPbuN7aDQlzX45paxCU,UQCZ-7akCw_dvl_Q5xyriWqCXdWubIPbuN7aDQlzX45pa01R,https://tonalytica.redoubt.online/queries/776/source,TON withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:FE438BC7EE3123D952FB4FC7E27714ECA7ED0DB02FEA967A492C89A06C43D4A2,EQD-Q4vH7jEj2VL7T8fidxTsp-0NsC_qlnpJLImgbEPUotuj,UQD-Q4vH7jEj2VL7T8fidxTsp-0NsC_qlnpJLImgbEPUooZm,https://tonalytica.redoubt.online/queries/776/source,NOT operations,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:5CA8EACF14ED19DE095758C13F1B7C2DDDB0C6EDF3085898E282C8EA8049CD95,EQBcqOrPFO0Z3glXWME_G3wt3bDG7fMIWJjigsjqgEnNlWot,UQBcqOrPFO0Z3glXWME_G3wt3bDG7fMIWJjigsjqgEnNlTfo,https://tonalytica.redoubt.online/queries/776/source,USDT withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:138D848642123F3A15C1D1C8781C010ABB6712BB40B05747E16FEEF494239781,EQATjYSGQhI_OhXB0ch4HAEKu2cSu0CwV0fhb-70lCOXgeaZ,UQATjYSGQhI_OhXB0ch4HAEKu2cSu0CwV0fhb-70lCOXgbtc,https://tonalytica.redoubt.online/queries/776/source,,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:A07B47F2E8DF490275836ACB2E2AEDD62F90781800DFCEF9A24FDC0BA24E1874,EQCge0fy6N9JAnWDassuKu3WL5B4GADfzvmiT9wLok4YdPrI,UQCge0fy6N9JAnWDassuKu3WL5B4GADfzvmiT9wLok4YdKcN,https://tonalytica.redoubt.online/queries/776/source,NOT withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:02BC67445CFA0673004AE9145D619AF035834D50DECEBD34551488549304828A,EQACvGdEXPoGcwBK6RRdYZrwNYNNUN7OvTRVFIhUkwSCihtO,UQACvGdEXPoGcwBK6RRdYZrwNYNNUN7OvTRVFIhUkwSCikaL,https://tonalytica.redoubt.online/queries/776/source,TON withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:CF901ED71E07C21F7E2BF5886A8BB870E264C49E9110198F42E911E25C7BECBD,EQDPkB7XHgfCH34r9Yhqi7hw4mTEnpEQGY9C6RHiXHvsvdMF,UQDPkB7XHgfCH34r9Yhqi7hw4mTEnpEQGY9C6RHiXHvsvY7A,https://tonalytica.redoubt.online/queries/776/source,USDT withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:AE7FDC40D253EC9DFA72DAEC7BA9C28193CD87837F6F014574392D0025078D96,EQCuf9xA0lPsnfpy2ux7qcKBk82Hg39vAUV0OS0AJQeNllht,UQCuf9xA0lPsnfpy2ux7qcKBk82Hg39vAUV0OS0AJQeNlgWo,https://tonalytica.redoubt.online/queries/776/source,$NOT withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:C7E6B2BBF4B3BBEF51EA0139870A45EC21712C4374462FEF2C1B843BAC126A6B,EQDH5rK79LO771HqATmHCkXsIXEsQ3RGL-8sG4Q7rBJqa-wB,UQDH5rK79LO771HqATmHCkXsIXEsQ3RGL-8sG4Q7rBJqa7HE,https://tonalytica.redoubt.online/queries/776/source,USDT withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:AD711578F891FEDC06AD07D974FC45E006A1F7E105B682F78DA17AF68A5314AF,EQCtcRV4-JH-3AatB9l0_EXgBqH34QW2gveNoXr2ilMUr31Q,UQCtcRV4-JH-3AatB9l0_EXgBqH34QW2gveNoXr2ilMUryCV,https://tonalytica.redoubt.online/queries/776/source,$NOT withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:1A983B7AE3499FEC78FA56D6ED68B423497CFD06CE36D56988D73D519CAD1030,EQAamDt640mf7Hj6VtbtaLQjSXz9Bs421WmI1z1RnK0QMNcC,UQAamDt640mf7Hj6VtbtaLQjSXz9Bs421WmI1z1RnK0QMIrH,https://tonalytica.redoubt.online/queries/776/source,TON withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:383E8FFA71016D94623908436A28434B62D444799A66A70C12575DDD9FBDEDA3,EQA4Po_6cQFtlGI5CENqKENLYtREeZpmpwwSV13dn73tozP3,UQA4Po_6cQFtlGI5CENqKENLYtREeZpmpwwSV13dn73to24y,https://tonalytica.redoubt.online/queries/776/source,TON withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:E3CE05C4DA977132C24A3B102DA8B5FBF2EA9173337B49DE346E4A4B057F7579,EQDjzgXE2pdxMsJKOxAtqLX78uqRczN7Sd40bkpLBX91ebwy,UQDjzgXE2pdxMsJKOxAtqLX78uqRczN7Sd40bkpLBX91eeH3,https://tonalytica.redoubt.online/queries/776/source,$DOGS withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:33DBAFD8737B09B74D09561B5559D154D1A00DA45439CB5DF705E2152A97406B,EQAz26_Yc3sJt00JVhtVWdFU0aANpFQ5y133BeIVKpdAayJJ,UQAz26_Yc3sJt00JVhtVWdFU0aANpFQ5y133BeIVKpdAa3-M,https://tonalytica.redoubt.online/queries/776/source,TON withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:E33EF85D174EB457C072D1EE10215B69AB9B64192F7421302AB1C8E26B7AD4BD,EQDjPvhdF060V8By0e4QIVtpq5tkGS90ITAqscjia3rUvdWd,UQDjPvhdF060V8By0e4QIVtpq5tkGS90ITAqscjia3rUvYhY,https://tonalytica.redoubt.online/queries/776/source,TON withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:4D8F25A5A2FB0A44BEEB2745F32A9941176AAFDB17E06665CF45DB434DDE58B3,EQBNjyWlovsKRL7rJ0XzKplBF2qv2xfgZmXPRdtDTd5Ysx6A,UQBNjyWlovsKRL7rJ0XzKplBF2qv2xfgZmXPRdtDTd5Ys0NF,https://tonalytica.redoubt.online/queries/776/source,$DOGS withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:EC59F659DF52524A96146FACEF9A9826179A379C205A340121C4CBA78D71A0BD,EQDsWfZZ31JSSpYUb6zvmpgmF5o3nCBaNAEhxMunjXGgvUNx,UQDsWfZZ31JSSpYUb6zvmpgmF5o3nCBaNAEhxMunjXGgvR60,https://tonalytica.redoubt.online/queries/776/source,USDT withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:AA0CC37A70A3EA7AD7E4265C3A6DCB1726B081E3E68A49251AA89D26DFBFFF0C,EQCqDMN6cKPqetfkJlw6bcsXJrCB4-aKSSUaqJ0m37__DJgC,UQCqDMN6cKPqetfkJlw6bcsXJrCB4-aKSSUaqJ0m37__DMXH,https://tonalytica.redoubt.online/queries/776/source,$NOT withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:A74A56B105AADE2F427F2F810BDD8F2EBD97D530E625E77C3D5B95F3EA9DBAD4,EQCnSlaxBareL0J_L4EL3Y8uvZfVMOYl53w9W5Xz6p261J4X,UQCnSlaxBareL0J_L4EL3Y8uvZfVMOYl53w9W5Xz6p261MPS,https://tonalytica.redoubt.online/queries/776/source,USDT withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:1528BF3B16FF1A734B1FB4970A8574CA46C7B77C15775A8E55238FAA870C1139,EQAVKL87Fv8ac0sftJcKhXTKRse3fBV3Wo5VI4-qhwwRORwb,UQAVKL87Fv8ac0sftJcKhXTKRse3fBV3Wo5VI4-qhwwROUHe,https://tonalytica.redoubt.online/queries/776/source,USDT withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:30B2C001B3B37CE41AEAF0CA9DD20A1DE56AB1A88C5AEBDFF89CC4269DB7BB8D,EQAwssABs7N85Brq8Mqd0god5WqxqIxa69_4nMQmnbe7jTg5,UQAwssABs7N85Brq8Mqd0god5WqxqIxa69_4nMQmnbe7jWX8,https://tonalytica.redoubt.online/queries/776/source,TON withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:C3F1DA8ECDA8F8CD42BACE224EA3F1B6971EAA7F54C492D4D190527B4F573F7C,EQDD8dqOzaj4zUK6ziJOo_G2lx6qf1TEktTRkFJ7T1c_fPQb,UQDD8dqOzaj4zUK6ziJOo_G2lx6qf1TEktTRkFJ7T1c_fKne,ton weekly slides,deposit wallet,[],ziga,2024-11-25T20:24:29Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:10E14797EB9589543FD3EF9919A48CD037BDD89DC72217B2460863C54AA4BFEA,EQAQ4UeX65WJVD_T75kZpIzQN73YncciF7JGCGPFSqS_6nxO,UQAQ4UeX65WJVD_T75kZpIzQN73YncciF7JGCGPFSqS_6iGL,https://tonalytica.redoubt.online/queries/776/source,USDT withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:4CE61FD411C583A1CC9A8F4CAE73AE13D30C4C75397C8541F69D45630820A206,EQBM5h_UEcWDocyaj0yuc64T0wxMdTl8hUH2nUVjCCCiBgQt,UQBM5h_UEcWDocyaj0yuc64T0wxMdTl8hUH2nUVjCCCiBlno,https://tonalytica.redoubt.online/queries/776/source,TON withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:6B2F0693A7B3455C6C329E85DF243C3F675B9E45238798CBC02EDD362064ECDD,EQBrLwaTp7NFXGwynoXfJDw_Z1ueRSOHmMvALt02IGTs3bDk,UQBrLwaTp7NFXGwynoXfJDw_Z1ueRSOHmMvALt02IGTs3e0h,https://tonalytica.redoubt.online/queries/776/source,$DOGS withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:8E04D720F9CDF30406B28C346B17028D90EDC0AA53D8990AFE36D9CCE0BF6379,EQCOBNcg-c3zBAayjDRrFwKNkO3AqlPYmQr-NtnM4L9jeQz-,UQCOBNcg-c3zBAayjDRrFwKNkO3AqlPYmQr-NtnM4L9jeVE7,https://tonalytica.redoubt.online/queries/776/source,USDT withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
bybit,Bybit,CEX,,bybit,,https://bybit.com,0:CD525C15904D7B4027EAE08B318624260F371CE8C9F4FCCA0CDB7B583854107C,EQDNUlwVkE17QCfq4IsxhiQmDzcc6Mn0_MoM23tYOFQQfE_R,UQDNUlwVkE17QCfq4IsxhiQmDzcc6Mn0_MoM23tYOFQQfBIU,https://tonalytica.redoubt.online/queries/776/source,$DOGS withdrawals,[],ziga,2024-11-25T19:52:44Z,1200941b128914d843fc08fee5a832a5176dda9f
